State,Crop,Season,Year,Area,Production,Yield
Jammu and Kashmir,Peas & beans (Pulses),Rabi,2016-17,1579.0,1184.6,0.750221659278024
Jammu and Kashmir,Peas & beans (Pulses),Rabi,2017-18,1683.0,1291.3,0.7672608437314319
Jammu and Kashmir,Peas & beans (Pulses),Rabi,2018-19,1712.0,1347.4,0.7870327102803739
Jammu and Kashmir,Peas & beans (Pulses),Rabi,2019-20,716.0,577.6947,0.8068361731843575
Jammu and Kashmir,Potato,Kharif,2005-06,786.0,5762.0,7.330788804071247
Jammu and Kashmir,Potato,Kharif,2006-07,889.0,5962.7,6.7071991001124855
Jammu and Kashmir,Potato,Kharif,2007-08,1380.0,7727.6,5.599710144927537
Jammu and Kashmir,Potato,Kharif,2009-10,1118.0,7872.7,7.041771019677996
Jammu and Kashmir,Potato,Kharif,2010-11,1190.0,6589.3,5.537226890756303
Jammu and Kashmir,Potato,Kharif,2011-12,1058.0,7816.9,7.388374291115311
Jammu and Kashmir,Potato,Kharif,2012-13,1270.0,10767.1,8.478031496062993
Jammu and Kashmir,Potato,Kharif,2014-15,1792.0,17410.6,9.715736607142857
Jammu and Kashmir,Potato,Kharif,2015-16,1710.0,12149.199999999999,7.104795321637426
Jammu and Kashmir,Potato,Kharif,2016-17,1692.0,12397.4,7.327068557919621
Jammu and Kashmir,Potato,Kharif,2017-18,1897.0,20475.4,10.793568792830786
Jammu and Kashmir,Potato,Kharif,2018-19,1555.0,18661.4,12.000900321543408
Jammu and Kashmir,Potato,Kharif,2019-20,1362.0,14415.6,10.584140969162997
Jammu and Kashmir,Potato,Rabi,2006-07,914.0,12967.7,14.18785557986871
Jammu and Kashmir,Potato,Rabi,2007-08,914.0,12967.7,14.18785557986871
Jammu and Kashmir,Potato,Rabi,2008-09,1069.0,10596.7,9.912722170252573
Jammu and Kashmir,Potato,Rabi,2009-10,1349.0,17203.0,12.75240919199407
Jammu and Kashmir,Potato,Rabi,2010-11,1386.0,18128.8,13.07994227994228
Jammu and Kashmir,Potato,Rabi,2011-12,1202.0,12204.5,10.153494176372712
Jammu and Kashmir,Potato,Rabi,2012-13,1312.0,15336.3,11.689253048780488
Jammu and Kashmir,Potato,Rabi,2013-14,1312.0,15336.3,11.689253048780488
Jammu and Kashmir,Potato,Rabi,2015-16,1532.0,14418.4,9.411488250652742
Jammu and Kashmir,Potato,Rabi,2016-17,1387.0,17241.3,12.430641672674838
Jammu and Kashmir,Potato,Rabi,2017-18,1165.0,14297.199999999999,12.272274678111588
Jammu and Kashmir,Potato,Rabi,2018-19,1741.0,18906.8,10.859735784032164
Jammu and Kashmir,Potato,Rabi,2019-20,1451.0,13726.284,9.459878704341833
Jammu and Kashmir,Potato,Whole Year,2001-02,1892.0,20148.0,10.649048625792812
Jammu and Kashmir,Potato,Whole Year,2002-03,1794.0,18543.0,10.336120401337793
Jammu and Kashmir,Potato,Whole Year,2003-04,1670.0,18409.0,11.023353293413173
Jammu and Kashmir,Ragi,Kharif,2017-18,238.0,125.6,0.5277310924369748
Jammu and Kashmir,Ragi,Kharif,2018-19,159.0,83.1,0.5226415094339623
Jammu and Kashmir,Ragi,Kharif,2019-20,205.0,106.1,0.5175609756097561
Jammu and Kashmir,Ragi,Rabi,2017-18,8486.0,4724.8,0.5567758661324534
Jammu and Kashmir,Ragi,Rabi,2018-19,4056.0,2987.3,0.7365138067061144
Jammu and Kashmir,Rapeseed &Mustard,Kharif,2005-06,3223.0,1289.2,0.4
Jammu and Kashmir,Rapeseed &Mustard,Kharif,2014-15,21.0,36.5,1.7380952380952381
Jammu and Kashmir,Rapeseed &Mustard,Kharif,2019-20,93.0,46.7,0.5021505376344086
Jammu and Kashmir,Rapeseed &Mustard,Rabi,1999-00,68772.0,50426.1,0.7332359099633572
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2000-01,66205.0,25022.0,0.37794728494826674
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2001-02,71567.0,39294.0,0.5490519373454246
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2002-03,59369.0,23665.0,0.3986087015108895
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2003-04,56496.0,39298.0,0.6955890682526197
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2006-07,58564.0,38870.7,0.6637302779864763
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2007-08,58564.0,38870.7,0.6637302779864763
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2008-09,56697.0,50607.5,0.8925957281690389
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2009-10,60348.0,47559.9,0.7880940544839928
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2010-11,59605.0,50676.9,0.8502122305175741
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2011-12,59510.0,50636.3,0.8508872458410351
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2012-13,59947.0,49030.8,0.8179024805244633
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2013-14,59947.0,46030.8,0.767858274809415
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2015-16,50594.0,31025.3,0.6132209352887694
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2016-17,47611.0,25022.7,0.5255655205729769
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2017-18,47401.0,37586.5,0.7929474061728655
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2018-19,47245.0,54388.1,1.1511927188062228
Jammu and Kashmir,Rapeseed &Mustard,Rabi,2019-20,45218.0,37096.399000000005,0.820390088018046
Jammu and Kashmir,Rice,Kharif,1997-98,275746.0,5488.0,0.019902373923828452
Jammu and Kashmir,Rice,Kharif,1999-00,250625.0,391528.6,1.5622088778054861
Jammu and Kashmir,Rice,Kharif,2000-01,244051.0,415341.8,1.7018647741660553
Jammu and Kashmir,Rice,Kharif,2001-02,249830.0,422298.0,1.6903414321738783
Jammu and Kashmir,Rice,Kharif,2002-03,236199.0,421457.0,1.7843301622784178
Jammu and Kashmir,Rice,Kharif,2003-04,259815.0,504797.0,1.9429093778265305
Jammu and Kashmir,Rice,Kharif,2004-05,250044.0,492732.0,1.9705811777127225
Jammu and Kashmir,Rice,Kharif,2005-06,259014.0,556774.0,2.1495903696325294
Jammu and Kashmir,Rice,Kharif,2006-07,252516.0,554256.9,2.1949377465190327
Jammu and Kashmir,Rice,Kharif,2007-08,263246.0,561355.0,2.132435060741664
Jammu and Kashmir,Rice,Kharif,2009-10,259892.0,500880.83,1.927265287119265
Jammu and Kashmir,Rice,Kharif,2010-11,261347.0,507401.9,1.9414873711961493
Jammu and Kashmir,Rice,Kharif,2011-12,262169.0,544395.1,2.0765044684916982
Jammu and Kashmir,Rice,Kharif,2012-13,261663.0,545184.0,2.083534928514922
Jammu and Kashmir,Rice,Kharif,2014-15,275861.0,344823.0,1.2499882187043474
Jammu and Kashmir,Rice,Kharif,2015-16,304503.0,646362.0,2.1226785942995634
Jammu and Kashmir,Rice,Kharif,2016-17,283443.0,572212.0,2.0187903740787387
Jammu and Kashmir,Rice,Kharif,2017-18,273582.0,663754.592,2.4261632417337395
Jammu and Kashmir,Rice,Kharif,2018-19,262012.0,615799.2760000001,2.350271270018167
Jammu and Kashmir,Rice,Kharif,2019-20,280513.0,587101.28,2.0929556918930676
Jammu and Kashmir,Sannhamp,Kharif,2005-06,225.0,127.8,0.568
Jammu and Kashmir,Sannhamp,Kharif,2006-07,335.0,167.5,0.5
Jammu and Kashmir,Sannhamp,Kharif,2007-08,391.0,208.6,0.5335038363171355
Jammu and Kashmir,Sannhamp,Kharif,2009-10,148.0,80.2,0.5418918918918919
Jammu and Kashmir,Sannhamp,Kharif,2010-11,156.0,87.5,0.5608974358974359
Jammu and Kashmir,Sannhamp,Kharif,2011-12,86.0,59.2,0.6883720930232559
Jammu and Kashmir,Sannhamp,Kharif,2012-13,55.0,38.7,0.7036363636363637
Jammu and Kashmir,Sannhamp,Kharif,2014-15,30.0,19.1,0.6366666666666667
Jammu and Kashmir,Sannhamp,Kharif,2015-16,6.0,5.2,0.8666666666666667
Jammu and Kashmir,Sannhamp,Kharif,2016-17,25.0,22.4,0.8959999999999999
Jammu and Kashmir,Sannhamp,Kharif,2017-18,35.0,31.200000000000003,0.8914285714285715
Jammu and Kashmir,Sannhamp,Whole Year,2000-01,275.0,136.0,0.49454545454545457
Jammu and Kashmir,Sannhamp,Whole Year,2001-02,271.0,134.0,0.4944649446494465
Jammu and Kashmir,Sannhamp,Whole Year,2003-04,123.0,59.1,0.4804878048780488
Jammu and Kashmir,Sesamum,Kharif,1999-00,6418.0,2741.6,0.42717357432221875
Jammu and Kashmir,Sesamum,Kharif,2000-01,6591.0,2773.0,0.42072523137611895
Jammu and Kashmir,Sesamum,Kharif,2001-02,6249.0,2944.0,0.4711153784605537
Jammu and Kashmir,Sesamum,Kharif,2002-03,6416.0,2719.0,0.423784289276808
Jammu and Kashmir,Sesamum,Kharif,2003-04,5744.0,2699.0,0.4698816155988858
Jammu and Kashmir,Sesamum,Kharif,2005-06,2623.0,1178.4,0.4492565764391918
Jammu and Kashmir,Sesamum,Kharif,2006-07,5412.0,2297.0,0.42442719881744273
Jammu and Kashmir,Sesamum,Kharif,2007-08,6199.0,2648.7,0.4272785933215034
Jammu and Kashmir,Sesamum,Kharif,2009-10,4624.0,2030.5,0.4391219723183391
Jammu and Kashmir,Sesamum,Kharif,2010-11,4626.0,2039.0,0.4407695633376567
Jammu and Kashmir,Sesamum,Kharif,2011-12,4346.0,1912.6,0.44008283479061205
Jammu and Kashmir,Sesamum,Kharif,2012-13,4788.0,2089.6,0.43642439431913116
Jammu and Kashmir,Sesamum,Kharif,2014-15,3804.0,1565.6000000000001,0.4115667718191378
Jammu and Kashmir,Sesamum,Kharif,2015-16,3739.0,1532.5,0.4098689489168227
Jammu and Kashmir,Sesamum,Kharif,2016-17,5747.0,2495.6,0.4342439533669741
Jammu and Kashmir,Sesamum,Kharif,2017-18,4326.0,1761.5,0.4071890892279242
Jammu and Kashmir,Sesamum,Kharif,2018-19,4422.0,1806.6999999999998,0.4085707824513794
Jammu and Kashmir,Sesamum,Kharif,2019-20,3825.0,1565.5,0.409281045751634
Jammu and Kashmir,Small millets,Kharif,2002-03,473.0,91.0,0.19238900634249473
Jammu and Kashmir,Small millets,Kharif,2003-04,9068.0,4377.0,0.48268636965152184
Jammu and Kashmir,Small millets,Kharif,2010-11,4271.0,1810.3,0.4238585811285413
Jammu and Kashmir,Small millets,Kharif,2011-12,5066.0,2403.0,0.47433872878010264
Jammu and Kashmir,Small millets,Kharif,2012-13,5052.0,2480.1,0.4909144893111639
Jammu and Kashmir,Small millets,Kharif,2015-16,3315.0,1603.3999999999999,0.4836802413273001
Jammu and Kashmir,Small millets,Kharif,2016-17,3382.0,1648.9,0.487551744529864
Jammu and Kashmir,Small millets,Kharif,2017-18,3681.0,1800.4,0.489106221135561
Jammu and Kashmir,Small millets,Kharif,2018-19,1474.0,679.8000000000001,0.4611940298507463
Jammu and Kashmir,Small millets,Kharif,2019-20,1683.0,636.8,0.37837195484254305
Jammu and Kashmir,Small millets,Rabi,2012-13,4.0,3.0,0.75
Jammu and Kashmir,Small millets,Rabi,2015-16,107.0,80.30000000000001,0.7504672897196263
Jammu and Kashmir,Small millets,Rabi,2016-17,74.0,51.099999999999994,0.6905405405405405
Jammu and Kashmir,Small millets,Rabi,2018-19,30.0,22.200000000000003,0.7400000000000001
Jammu and Kashmir,Small millets,Rabi,2019-20,7.0,4.9,0.7000000000000001
Jammu and Kashmir,Sugarcane,Kharif,2005-06,191.0,753.1,3.942931937172775
Jammu and Kashmir,Sugarcane,Kharif,2006-07,159.0,776.3,4.882389937106918
Jammu and Kashmir,Sugarcane,Kharif,2007-08,69.0,221.3,3.2072463768115944
Jammu and Kashmir,Sugarcane,Kharif,2009-10,1.0,1.5,1.5
Jammu and Kashmir,Sugarcane,Kharif,2010-11,18.0,27.0,1.5
Jammu and Kashmir,Sugarcane,Kharif,2011-12,19.0,28.5,1.5
Jammu and Kashmir,Sugarcane,Kharif,2012-13,22.0,32.9,1.4954545454545454
Jammu and Kashmir,Sugarcane,Kharif,2014-15,1305.0,1957.5,1.5
Jammu and Kashmir,Sugarcane,Kharif,2015-16,193.0,289.5,1.5
Jammu and Kashmir,Sugarcane,Kharif,2016-17,45.0,67.5,1.5
Jammu and Kashmir,Sugarcane,Whole Year,1999-00,143.0,141.79999999999998,0.9916083916083915
Jammu and Kashmir,Sugarcane,Whole Year,2000-01,126.0,417.0,3.3095238095238093
Jammu and Kashmir,Sugarcane,Whole Year,2001-02,132.0,436.0,3.303030303030303
Jammu and Kashmir,Sugarcane,Whole Year,2002-03,117.0,475.0,4.05982905982906
Jammu and Kashmir,Sugarcane,Whole Year,2003-04,154.0,567.0,3.6818181818181817
Jammu and Kashmir,Sugarcane,Whole Year,2019-20,37.0,83.0,2.2432432432432434
Jammu and Kashmir,Tobacco,Kharif,2005-06,4.0,1.2999999999999998,0.32499999999999996
Jammu and Kashmir,Tobacco,Kharif,2006-07,20.0,7.0,0.35
Jammu and Kashmir,Tobacco,Kharif,2007-08,6.0,2.0,0.3333333333333333
Jammu and Kashmir,Tobacco,Kharif,2009-10,11.0,4.1,0.3727272727272727
Jammu and Kashmir,Tobacco,Kharif,2010-11,3.0,1.1,0.3666666666666667
Jammu and Kashmir,Tobacco,Kharif,2011-12,2.0,0.8,0.4
Jammu and Kashmir,Tobacco,Kharif,2012-13,1.0,0.4,0.4
Jammu and Kashmir,Tobacco,Kharif,2014-15,1.0,0.4,0.4
Jammu and Kashmir,Tobacco,Kharif,2017-18,2.0,0.8,0.4
Jammu and Kashmir,Tobacco,Whole Year,2000-01,99.0,12.0,0.12121212121212122
Jammu and Kashmir,Tobacco,Whole Year,2001-02,37.0,13.0,0.35135135135135137
Jammu and Kashmir,Tobacco,Whole Year,2002-03,18.0,5.1,0.2833333333333333
Jammu and Kashmir,Tobacco,Whole Year,2003-04,7.0,1.2,0.17142857142857143
Jammu and Kashmir,Turmeric,Kharif,2005-06,12.0,12.1,1.0083333333333333
Jammu and Kashmir,Turmeric,Kharif,2006-07,6.0,6.1,1.0166666666666666
Jammu and Kashmir,Turmeric,Kharif,2007-08,22.0,22.299999999999997,1.0136363636363634
Jammu and Kashmir,Turmeric,Kharif,2009-10,11.0,11.5,1.0454545454545454
Jammu and Kashmir,Turmeric,Kharif,2010-11,9.0,9.399999999999999,1.0444444444444443
Jammu and Kashmir,Turmeric,Kharif,2011-12,13.0,13.5,1.0384615384615385
Jammu and Kashmir,Turmeric,Kharif,2012-13,11.0,11.5,1.0454545454545454
Jammu and Kashmir,Turmeric,Kharif,2014-15,12.0,12.399999999999999,1.0333333333333332
Jammu and Kashmir,Turmeric,Kharif,2015-16,9.0,9.0,1.0
Jammu and Kashmir,Turmeric,Kharif,2016-17,14.0,14.0,1.0
Jammu and Kashmir,Turmeric,Kharif,2017-18,9.0,9.1,1.011111111111111
Jammu and Kashmir,Turmeric,Kharif,2018-19,11.0,11.1,1.009090909090909
Jammu and Kashmir,Turmeric,Kharif,2019-20,4.0,4.0,1.0
Jammu and Kashmir,Turmeric,Rabi,2010-11,4.0,3.7,0.925
Jammu and Kashmir,Turmeric,Rabi,2011-12,3.0,2.8,0.9333333333333332
Jammu and Kashmir,Turmeric,Rabi,2012-13,4.0,3.7,0.925
Jammu and Kashmir,Turmeric,Rabi,2013-14,4.0,3.7,0.925
Jammu and Kashmir,Turmeric,Rabi,2017-18,1.0,0.9,0.9
Jammu and Kashmir,Turmeric,Whole Year,2000-01,11.0,11.0,1.0
Jammu and Kashmir,Urad,Kharif,2001-02,12936.0,5368.0,0.41496598639455784
Jammu and Kashmir,Urad,Kharif,2002-03,14232.0,5961.0,0.41884485666104554
Jammu and Kashmir,Urad,Kharif,2003-04,14609.0,6090.0,0.4168663152850982
Jammu and Kashmir,Urad,Kharif,2004-05,14354.0,5921.0,0.41249825832520554
Jammu and Kashmir,Urad,Kharif,2005-06,15490.0,6510.3,0.4202905100064558
Jammu and Kashmir,Urad,Kharif,2006-07,13836.0,5687.7,0.4110797918473547
Jammu and Kashmir,Urad,Kharif,2007-08,15687.0,6577.1,0.4192707337285651
Jammu and Kashmir,Urad,Kharif,2009-10,15747.0,5672.700000000001,0.3602400457229949
Jammu and Kashmir,Urad,Kharif,2010-11,14367.0,4842.599999999999,0.33706410524117764
Jammu and Kashmir,Urad,Kharif,2011-12,15022.0,5175.7,0.34454133936892556
Jammu and Kashmir,Urad,Kharif,2012-13,14010.0,5421.4,0.3869664525339043
Jammu and Kashmir,Urad,Kharif,2014-15,13063.0,4321.1,0.3307892520860446
Jammu and Kashmir,Urad,Kharif,2015-16,6457.0,2179.7000000000003,0.3375716276908782
Jammu and Kashmir,Urad,Kharif,2016-17,9636.0,3288.6,0.3412826899128269
Jammu and Kashmir,Urad,Kharif,2017-18,10256.0,3466.3,0.33797776911076444
Jammu and Kashmir,Urad,Kharif,2018-19,10962.0,3703.6,0.3378580550994344
Jammu and Kashmir,Urad,Kharif,2019-20,8315.0,2801.3,0.33689717378232115
Jammu and Kashmir,Urad,Rabi,2008-09,11.0,4.8,0.43636363636363634
Jammu and Kashmir,Urad,Rabi,2015-16,18.0,8.6,0.47777777777777775
Jammu and Kashmir,Urad,Rabi,2017-18,64.0,38.4,0.6
Jammu and Kashmir,Urad,Rabi,2019-20,6.0,2.9,0.48333333333333334
Jammu and Kashmir,Wheat,Kharif,2005-06,436.0,59.400000000000006,0.13623853211009176
Jammu and Kashmir,Wheat,Kharif,2007-08,20.0,2.4,0.12
Jammu and Kashmir,Wheat,Rabi,1997-98,244672.0,396470.0,1.6204142688987706
Jammu and Kashmir,Wheat,Rabi,2000-01,280968.0,148710.0,0.5292773554283762
Jammu and Kashmir,Wheat,Rabi,2001-02,259605.0,342980.0,1.3211609945879317
Jammu and Kashmir,Wheat,Rabi,2002-03,248168.0,405490.0,1.6339334644273233
Jammu and Kashmir,Wheat,Rabi,2003-04,254657.0,459380.0,1.8039166408149
Jammu and Kashmir,Wheat,Rabi,2004-05,252987.0,478255.0,1.890433105258373
Jammu and Kashmir,Wheat,Rabi,2005-06,436.0,60.0,0.13761467889908258
Jammu and Kashmir,Wheat,Rabi,2006-07,266106.0,498270.0,1.8724493247051928
Jammu and Kashmir,Wheat,Rabi,2007-08,266106.0,498270.0,1.8724493247051928
Jammu and Kashmir,Wheat,Rabi,2008-09,278301.0,495890.0,1.7818477116503355
Jammu and Kashmir,Wheat,Rabi,2009-10,288935.0,289903.0,1.003350234481804
Jammu and Kashmir,Wheat,Rabi,2010-11,290722.0,446266.0,1.5350265889750345
Jammu and Kashmir,Wheat,Rabi,2011-12,296168.0,500305.0,1.6892608249371979
Jammu and Kashmir,Wheat,Rabi,2012-13,292380.0,464577.0,1.5889493125384773
Jammu and Kashmir,Wheat,Rabi,2013-14,292380.0,464577.0,1.5889493125384773
Jammu and Kashmir,Wheat,Rabi,2015-16,281870.0,544888.9,1.9331212970518326
Jammu and Kashmir,Wheat,Rabi,2016-17,290301.0,548540.1,1.8895563570225387
Jammu and Kashmir,Wheat,Rabi,2017-18,299336.0,640196.0,2.138720367747281
Jammu and Kashmir,Wheat,Rabi,2018-19,288387.0,671798.7,2.329504103860437
Jammu and Kashmir,Wheat,Rabi,2019-20,243929.0,488297.0,2.001799704012233
Jammu and Kashmir,other oilseeds,Kharif,2000-01,8.0,4.0,0.5
Jammu and Kashmir,other oilseeds,Kharif,2003-04,28.0,12.0,0.42857142857142855
Jammu and Kashmir,other oilseeds,Kharif,2005-06,20.0,8.6,0.43
Jammu and Kashmir,other oilseeds,Kharif,2006-07,33.0,14.3,0.43333333333333335
Jammu and Kashmir,other oilseeds,Kharif,2007-08,232.0,100.80000000000001,0.4344827586206897
Jammu and Kashmir,other oilseeds,Kharif,2009-10,147.0,66.2,0.4503401360544218
Jammu and Kashmir,other oilseeds,Kharif,2010-11,156.0,70.3,0.45064102564102565
Jammu and Kashmir,other oilseeds,Kharif,2012-13,9.0,5.1,0.5666666666666667
Jammu and Kashmir,other oilseeds,Kharif,2017-18,6.0,3.0,0.5
Jammu and Kashmir,other oilseeds,Kharif,2018-19,1.0,0.5,0.5
Jammu and Kashmir,other oilseeds,Kharif,2019-20,2.0,1.0,0.5
Jammu and Kashmir,other oilseeds,Rabi,2000-01,729.0,255.0,0.3497942386831276
Jammu and Kashmir,other oilseeds,Rabi,2003-04,10.0,3.0,0.3
Jammu and Kashmir,other oilseeds,Rabi,2006-07,8.0,4.4,0.55
Jammu and Kashmir,other oilseeds,Rabi,2007-08,8.0,4.4,0.55
Jammu and Kashmir,other oilseeds,Rabi,2008-09,18.0,9.7,0.5388888888888889
Jammu and Kashmir,other oilseeds,Rabi,2011-12,460.0,636.5,1.383695652173913
Jammu and Kashmir,other oilseeds,Rabi,2015-16,21.0,16.3,0.7761904761904762
Jammu and Kashmir,other oilseeds,Rabi,2016-17,1234.0,957.9,0.7762560777957861
Jammu and Kashmir,other oilseeds,Rabi,2017-18,15.0,9.5,0.6333333333333333
Jammu and Kashmir,other oilseeds,Rabi,2018-19,49.0,30.0,0.6122448979591837
Jammu and Kashmir,other oilseeds,Whole Year,2002-03,36.0,16.0,0.4444444444444444
Jharkhand,Arhar/Tur,Kharif,2003-04,22500.06,32220.12,1.4320015146626275
Jharkhand,Arhar/Tur,Kharif,2017-18,245096.0,256859.0,1.047993439305415
Jharkhand,Arhar/Tur,Kharif,2018-19,231040.0,234342.0,1.0142918975069253
Jharkhand,Arhar/Tur,Kharif,2019-20,230559.0,241565.0,1.0477361543032369
Jharkhand,Arhar/Tur,Rabi,2002-03,18045.149999999998,30066.47,1.666180109336858
Jharkhand,Arhar/Tur,Rabi,2004-05,20377.079999999998,30382.11,1.4909942935886793
Jharkhand,Arhar/Tur,Rabi,2005-06,14217.460000000001,17989.829999999998,1.2653336109262834
Jharkhand,Arhar/Tur,Rabi,2006-07,15909.83,20344.0,1.2787063092440334
Jharkhand,Arhar/Tur,Rabi,2007-08,17977.63,26212.0,1.4580342347684316
Jharkhand,Arhar/Tur,Rabi,2008-09,16995.84,24336.5,1.431909220138575
Jharkhand,Arhar/Tur,Rabi,2009-10,18644.0,30146.0,1.6169276979189016
Jharkhand,Arhar/Tur,Rabi,2010-11,18225.0,22684.6,1.2446968449931413
Jharkhand,Arhar/Tur,Rabi,2011-12,18053.0,29165.0,1.6155209660444247
Jharkhand,Arhar/Tur,Rabi,2012-13,18850.0,35859.0,1.9023342175066313
Jharkhand,Arhar/Tur,Rabi,2013-14,39731.0,57154.0,1.4385240744003422
Jharkhand,Arhar/Tur,Rabi,2014-15,33169.0,44945.0,1.3550302993759233
Jharkhand,Arhar/Tur,Rabi,2015-16,26938.0,31910.0,1.1845719801024575
Jharkhand,Arhar/Tur,Rabi,2016-17,38099.0,79082.0,2.075697524869419
Jharkhand,Arhar/Tur,Winter,2008-09,899.14,1439.0,1.6004181773694863
Jharkhand,Arhar/Tur,Winter,2009-10,441.0,764.0,1.7324263038548753
Jharkhand,Bajra,Kharif,2017-18,614.0,354.0,0.5765472312703583
Jharkhand,Bajra,Kharif,2018-19,130.0,75.0,0.5769230769230769
Jharkhand,Bajra,Kharif,2019-20,288.0,206.0,0.7152777777777778
Jharkhand,Barley,Rabi,2003-04,4519.82,3989.2799999999997,0.8826192193494431
Jharkhand,Barley,Rabi,2004-05,2962.57,1801.24,0.6079991358853968
Jharkhand,Castor seed,Kharif,2017-18,153.0,57.0,0.37254901960784315
Jharkhand,Castor seed,Kharif,2018-19,41.0,26.0,0.6341463414634146
Jharkhand,Castor seed,Kharif,2019-20,58.0,35.0,0.603448275862069
Jharkhand,Gram,Rabi,2002-03,9748.47,8312.42,0.8526897041279299
Jharkhand,Gram,Rabi,2003-04,15155.210000000001,12860.98,0.8486177360788797
Jharkhand,Gram,Rabi,2004-05,17622.22,13790.0,0.7825347771166175
Jharkhand,Gram,Rabi,2005-06,14375.26,9595.67,0.6675127962902931
Jharkhand,Gram,Rabi,2006-07,14224.57,10445.0,0.7342928468136471
Jharkhand,Gram,Rabi,2007-08,14932.22,11971.0,0.8016892330812163
Jharkhand,Gram,Rabi,2008-09,17036.59,12398.0,0.7277277905965924
Jharkhand,Gram,Rabi,2009-10,15127.0,11080.0,0.7324651285780392
Jharkhand,Gram,Rabi,2010-11,15453.0,10278.16,0.6651239241571216
Jharkhand,Gram,Rabi,2011-12,14034.0,13022.0,0.9278894114293857
Jharkhand,Gram,Rabi,2012-13,31359.0,31888.0,1.0168691603686342
Jharkhand,Gram,Rabi,2013-14,38021.0,39216.0,1.0314299992109623
Jharkhand,Gram,Rabi,2014-15,27679.0,22059.0,0.7969579825860761
Jharkhand,Gram,Rabi,2015-16,36163.0,30442.0,0.8417996294555208
Jharkhand,Gram,Rabi,2016-17,52054.0,58317.0,1.1203173627386944
Jharkhand,Gram,Rabi,2017-18,232684.0,285797.0,1.228262364408382
Jharkhand,Gram,Rabi,2018-19,189673.0,221169.0,1.166054209086164
Jharkhand,Gram,Rabi,2019-20,230073.0,275506.0,1.1974721066791845
Jharkhand,Groundnut,Kharif,2017-18,32273.0,35843.0,1.110618783503238
Jharkhand,Groundnut,Kharif,2018-19,30072.0,31046.0,1.032388933226922
Jharkhand,Groundnut,Kharif,2019-20,26088.0,28782.0,1.1032658693652253
Jharkhand,Horse-gram,Kharif,2017-18,14088.0,8831.0,0.6268455423055083
Jharkhand,Horse-gram,Kharif,2018-19,17053.0,11291.0,0.6621122383158389
Jharkhand,Horse-gram,Kharif,2019-20,20264.0,13618.0,0.6720292143703119
Jharkhand,Jowar,Kharif,2017-18,3329.0,2210.0,0.6638630219285071
Jharkhand,Jowar,Kharif,2018-19,2046.0,1401.0,0.6847507331378299
Jharkhand,Jowar,Kharif,2019-20,1796.0,1351.0,0.7522271714922049
Jharkhand,Linseed,Rabi,2017-18,52072.0,29688.0,0.570133661084652
Jharkhand,Linseed,Rabi,2018-19,39768.0,19521.0,0.49087205793602895
Jharkhand,Linseed,Rabi,2019-20,39541.0,23093.0,0.5840267064565894
Jharkhand,Maize,Autumn,2002-03,62780.33,74309.84999999999,1.1836486045868186
Jharkhand,Maize,Autumn,2003-04,89591.91,136369.87,1.5221225889703656
Jharkhand,Maize,Autumn,2004-05,92036.15,133580.57,1.451392414828304
Jharkhand,Maize,Autumn,2005-06,74754.36,77409.86,1.0355230116343717
Jharkhand,Maize,Autumn,2006-07,75712.78,116029.0,1.532488966856058
Jharkhand,Maize,Autumn,2007-08,76327.31,93851.0,1.2295861075151213
Jharkhand,Maize,Autumn,2008-09,72914.37,77225.0,1.0591190735104754
Jharkhand,Maize,Autumn,2009-10,60448.0,54087.0,0.894769057702488
Jharkhand,Maize,Autumn,2011-12,65931.0,92140.0,1.3975216514234579
Jharkhand,Maize,Autumn,2012-13,93589.0,118472.0,1.2658752631185288
Jharkhand,Maize,Autumn,2013-14,85854.0,136388.0,1.5886039089617257
Jharkhand,Maize,Autumn,2014-15,106524.0,230750.0,2.1661785137621568
Jharkhand,Maize,Autumn,2015-16,118741.0,115121.0,0.9695134789162968
Jharkhand,Maize,Autumn,2016-17,124673.0,270738.0,2.1715848660094808
Jharkhand,Maize,Kharif,2017-18,284565.0,576153.0,2.024679774392494
Jharkhand,Maize,Kharif,2018-19,255145.0,443992.0,1.7401555977973309
Jharkhand,Maize,Kharif,2019-20,249127.0,494885.0,1.986476776904952
Jharkhand,Maize,Rabi,2017-18,10133.0,20579.0,2.0308891739859862
Jharkhand,Maize,Rabi,2018-19,5944.0,11324.0,1.905114401076716
Jharkhand,Maize,Rabi,2019-20,7644.0,16043.0,2.098770277341706
Jharkhand,Masoor,Rabi,2002-03,3053.66,2380.15,0.779441719117387
