State,Crop,Season,Year,Area,Production,Yield
Uttarakhand,Urad,Kharif,2019-20,13173.0,12233.0,0.9286419190768997
Uttarakhand,Urad,Kharif,2020-21,12398.0,13282.0,1.0713018228746571
Uttarakhand,Urad,Rabi,2000-01,1018.0,345.0,0.3388998035363458
Uttarakhand,Urad,Rabi,2001-02,992.0,370.0,0.37298387096774194
Uttarakhand,Urad,Rabi,2002-03,801.0,360.0,0.449438202247191
Uttarakhand,Urad,Rabi,2006-07,335.0,211.0,0.6298507462686567
Uttarakhand,Urad,Rabi,2009-10,207.0,113.0,0.5458937198067633
Uttarakhand,Urad,Rabi,2010-11,176.0,100.0,0.5681818181818182
Uttarakhand,Urad,Summer,2003-04,645.0,233.0,0.3612403100775194
Uttarakhand,Urad,Summer,2004-05,25.0,11.0,0.44
Uttarakhand,Urad,Summer,2005-06,399.0,101.0,0.2531328320802005
Uttarakhand,Urad,Summer,2007-08,298.0,134.0,0.44966442953020136
Uttarakhand,Urad,Summer,2008-09,203.0,129.0,0.6354679802955665
Uttarakhand,Urad,Summer,2011-12,77.0,19.0,0.24675324675324675
Uttarakhand,Urad,Summer,2012-13,114.0,58.0,0.5087719298245614
Uttarakhand,Urad,Summer,2013-14,66.0,27.0,0.4090909090909091
Uttarakhand,Urad,Summer,2014-15,57.0,32.0,0.5614035087719298
Uttarakhand,Urad,Summer,2015-16,59.0,26.0,0.4406779661016949
Uttarakhand,Urad,Summer,2016-17,92.0,53.0,0.5760869565217391
Uttarakhand,Urad,Summer,2017-18,97.0,66.0,0.6804123711340206
Uttarakhand,Urad,Summer,2018-19,49.0,32.0,0.6530612244897959
Uttarakhand,Urad,Summer,2019-20,69.0,72.0,1.0434782608695652
Uttarakhand,Urad,Summer,2020-21,58.0,69.0,1.1896551724137931
Uttarakhand,Wheat,Rabi,2000-01,377340.0,711036.0,1.8843377325488948
Uttarakhand,Wheat,Rabi,2001-02,375967.0,721618.0,1.9193652634406744
Uttarakhand,Wheat,Rabi,2002-03,374802.0,721653.0,1.9254246242015784
Uttarakhand,Wheat,Rabi,2003-04,383387.0,729653.0,1.9031761640326876
Uttarakhand,Wheat,Rabi,2004-05,387103.0,799221.0,2.0646210440115422
Uttarakhand,Wheat,Rabi,2005-06,379237.0,642216.0,1.6934423592634684
Uttarakhand,Wheat,Rabi,2006-07,377870.0,796548.0,2.1079948130309365
Uttarakhand,Wheat,Rabi,2007-08,372919.0,798233.0,2.1404996795550777
Uttarakhand,Wheat,Rabi,2008-09,379081.0,770934.0,2.0336920077767022
Uttarakhand,Wheat,Rabi,2009-10,372846.0,829319.0,2.2242936762094807
Uttarakhand,Wheat,Rabi,2010-11,371225.0,882920.0,2.3783958515724963
Uttarakhand,Wheat,Rabi,2011-12,355549.0,864836.0,2.432396097303044
Uttarakhand,Wheat,Rabi,2012-13,349669.0,853769.0,2.441649102436876
Uttarakhand,Wheat,Rabi,2013-14,343637.0,848134.0,2.4681102442402882
Uttarakhand,Wheat,Rabi,2014-15,343879.0,662026.0,1.9251713538773814
Uttarakhand,Wheat,Rabi,2015-16,342650.0,790370.0,2.3066394279877427
Uttarakhand,Wheat,Rabi,2016-17,339572.0,891700.0,2.625952669831435
Uttarakhand,Wheat,Rabi,2017-18,330401.0,929884.0,2.8144103680073607
Uttarakhand,Wheat,Rabi,2018-19,307452.0,927657.0,3.017241715780024
Uttarakhand,Wheat,Rabi,2019-20,303283.0,887440.0,2.9261119152738533
Uttarakhand,Wheat,Rabi,2020-21,297189.0,937003.0,3.1528858739724552
Uttarakhand,other oilseeds,Kharif,2003-04,411.0,294.0,0.7153284671532847
Uttarakhand,other oilseeds,Kharif,2004-05,257.0,170.0,0.6614785992217899
Uttarakhand,other oilseeds,Kharif,2005-06,1306.0,609.0,0.4663093415007657
Uttarakhand,other oilseeds,Kharif,2006-07,831.0,451.0,0.542719614921781
Uttarakhand,other oilseeds,Kharif,2007-08,150.0,79.0,0.5266666666666666
Uttarakhand,other oilseeds,Kharif,2008-09,420.0,215.0,0.5119047619047619
Uttarakhand,other oilseeds,Kharif,2009-10,598.0,438.0,0.7324414715719063
Uttarakhand,other oilseeds,Kharif,2010-11,431.0,266.0,0.617169373549884
Uttarakhand,other oilseeds,Kharif,2012-13,43.0,26.0,0.6046511627906976
Uttarakhand,other oilseeds,Kharif,2013-14,61.0,36.0,0.5901639344262295
Uttarakhand,other oilseeds,Kharif,2014-15,134.0,91.0,0.6791044776119403
Uttarakhand,other oilseeds,Kharif,2015-16,30.0,19.0,0.6333333333333333
Uttarakhand,other oilseeds,Kharif,2016-17,14.0,10.0,0.7142857142857143
Uttarakhand,other oilseeds,Kharif,2017-18,34.0,24.0,0.7058823529411765
Uttarakhand,other oilseeds,Kharif,2018-19,17.0,16.0,0.9411764705882353
Uttarakhand,other oilseeds,Kharif,2019-20,12.0,9.0,0.75
Uttarakhand,other oilseeds,Kharif,2020-21,13.0,9.0,0.6923076923076923
Uttarakhand,other oilseeds,Rabi,2000-01,128.0,88.0,0.6875
Uttarakhand,other oilseeds,Rabi,2001-02,238.0,126.0,0.5294117647058824
Uttarakhand,other oilseeds,Rabi,2002-03,587.0,318.0,0.5417376490630323
Uttarakhand,other oilseeds,Rabi,2003-04,87.0,29.0,0.3333333333333333
Uttarakhand,other oilseeds,Rabi,2004-05,121.0,69.0,0.5702479338842975
Uttarakhand,other oilseeds,Rabi,2005-06,184.0,156.0,0.8478260869565217
Uttarakhand,other oilseeds,Rabi,2006-07,1035.0,540.0,0.5217391304347826
Uttarakhand,other oilseeds,Rabi,2007-08,1184.0,348.0,0.2939189189189189
Uttarakhand,other oilseeds,Rabi,2008-09,853.0,634.0,0.7432590855803048
Uttarakhand,other oilseeds,Rabi,2009-10,860.0,273.0,0.3174418604651163
Uttarakhand,other oilseeds,Rabi,2010-11,784.0,484.0,0.6173469387755102
Uttarakhand,other oilseeds,Rabi,2011-12,780.0,890.0,1.141025641025641
Uttarakhand,other oilseeds,Rabi,2012-13,751.0,357.0,0.47536617842876167
Uttarakhand,other oilseeds,Rabi,2013-14,494.0,232.0,0.46963562753036436
Uttarakhand,other oilseeds,Rabi,2014-15,420.0,198.0,0.4714285714285714
Uttarakhand,other oilseeds,Rabi,2015-16,627.0,315.0,0.5023923444976076
Uttarakhand,other oilseeds,Rabi,2016-17,495.0,317.0,0.6404040404040404
Uttarakhand,other oilseeds,Rabi,2017-18,333.0,168.0,0.5045045045045045
Uttarakhand,other oilseeds,Rabi,2018-19,8.0,5.0,0.625
Uttarakhand,other oilseeds,Rabi,2019-20,4.0,3.0,0.75
Uttarakhand,other oilseeds,Rabi,2020-21,30.0,21.0,0.7
West Bengal,Arecanut,Whole Year,1997-98,8058.0,12423.0,1.5416976917349219
West Bengal,Arecanut,Whole Year,1998-99,8239.0,13665.0,1.658575069790023
West Bengal,Arecanut,Whole Year,1999-00,7677.0,13124.0,1.709521948677869
West Bengal,Arecanut,Whole Year,2000-01,7773.0,12191.0,1.568377717740898
West Bengal,Arecanut,Whole Year,2001-02,9276.0,14885.0,1.6046787408365675
West Bengal,Arecanut,Whole Year,2002-03,9081.0,16568.0,1.8244686708512279
West Bengal,Arecanut,Whole Year,2003-04,9166.0,18519.0,2.0204014837442723
West Bengal,Arecanut,Whole Year,2005-06,9363.0,29287.0,3.127950443234006
West Bengal,Arecanut,Whole Year,2006-07,24382.0,106052.0,4.34960216553195
West Bengal,Arecanut,Whole Year,2007-08,11388.0,20869.0,1.8325430277485073
West Bengal,Arecanut,Whole Year,2008-09,11394.0,21157.0,1.8568544848165702
West Bengal,Arhar/Tur,Kharif,1998-99,2606.0,1672.0,0.6415963161933999
West Bengal,Arhar/Tur,Kharif,1999-00,3077.0,2320.0,0.7539811504712383
West Bengal,Arhar/Tur,Kharif,2000-01,8868.0,5930.0,0.6686964366260713
West Bengal,Arhar/Tur,Kharif,2001-02,3938.0,3268.0,0.829862874555612
West Bengal,Arhar/Tur,Kharif,2002-03,3075.0,2806.0,0.912520325203252
West Bengal,Arhar/Tur,Kharif,2003-04,3361.0,3382.0,1.0062481404343946
West Bengal,Arhar/Tur,Rabi,2004-05,1481.0,1054.0,0.7116812964213369
West Bengal,Arhar/Tur,Rabi,2005-06,1830.0,1584.0,0.8655737704918033
West Bengal,Arhar/Tur,Rabi,2006-07,2044.0,1412.0,0.6908023483365949
West Bengal,Arhar/Tur,Rabi,2007-08,1097.0,889.0,0.8103919781221514
West Bengal,Arhar/Tur,Rabi,2008-09,629.0,530.0,0.8426073131955485
West Bengal,Arhar/Tur,Rabi,2009-10,755.0,582.0,0.7708609271523179
West Bengal,Arhar/Tur,Rabi,2010-11,1555.0,2212.0,1.422508038585209
West Bengal,Arhar/Tur,Rabi,2011-12,1248.0,543.0,0.43509615384615385
West Bengal,Arhar/Tur,Rabi,2012-13,1434.0,2052.0,1.4309623430962344
West Bengal,Arhar/Tur,Rabi,2013-14,1483.0,2124.0,1.4322319622387054
West Bengal,Arhar/Tur,Rabi,2014-15,2049.0,2942.0,1.4358223523670084
West Bengal,Arhar/Tur,Rabi,2015-16,2837.0,2480.0,0.8741628480789566
West Bengal,Arhar/Tur,Rabi,2016-17,2962.0,3700.0,1.2491559756921
West Bengal,Arhar/Tur,Rabi,2017-18,3843.0,5794.0,1.5076762945615405
West Bengal,Arhar/Tur,Rabi,2018-19,3605.0,5564.0,1.5434119278779472
West Bengal,Arhar/Tur,Rabi,2019-20,4845.0,12768.0,2.635294117647059
West Bengal,Arhar/Tur,Whole Year,1997-98,3630.0,2181.0,0.6008264462809917
West Bengal,Bajra,Kharif,1997-98,207.0,95.0,0.45893719806763283
West Bengal,Bajra,Kharif,1998-99,175.0,84.0,0.48
West Bengal,Bajra,Kharif,1999-00,146.0,96.0,0.6575342465753424
West Bengal,Bajra,Kharif,2000-01,313.0,256.0,0.8178913738019169
West Bengal,Bajra,Kharif,2001-02,425.0,322.0,0.7576470588235295
West Bengal,Bajra,Kharif,2002-03,332.0,252.0,0.7590361445783133
West Bengal,Bajra,Kharif,2003-04,258.0,179.0,0.6937984496124031
West Bengal,Bajra,Kharif,2004-05,129.0,45.0,0.3488372093023256
West Bengal,Bajra,Kharif,2005-06,55.0,19.0,0.34545454545454546
West Bengal,Bajra,Kharif,2006-07,79.0,31.0,0.3924050632911392
West Bengal,Bajra,Kharif,2007-08,64.0,23.0,0.359375
West Bengal,Bajra,Kharif,2008-09,75.0,26.0,0.3466666666666667
West Bengal,Bajra,Kharif,2009-10,53.0,23.0,0.4339622641509434
West Bengal,Bajra,Kharif,2010-11,64.0,24.0,0.375
West Bengal,Bajra,Kharif,2011-12,59.0,22.0,0.3728813559322034
West Bengal,Bajra,Kharif,2012-13,60.0,25.0,0.4166666666666667
West Bengal,Bajra,Kharif,2013-14,144.0,42.0,0.2916666666666667
West Bengal,Bajra,Kharif,2014-15,164.0,48.0,0.2926829268292683
West Bengal,Bajra,Kharif,2015-16,166.0,49.0,0.29518072289156627
West Bengal,Bajra,Kharif,2016-17,167.0,49.0,0.2934131736526946
West Bengal,Bajra,Kharif,2017-18,30.0,12.0,0.4
West Bengal,Bajra,Kharif,2018-19,71.0,29.0,0.4084507042253521
West Bengal,Bajra,Kharif,2019-20,68.0,27.0,0.39705882352941174
West Bengal,Barley,Rabi,1998-99,5938.0,5910.0,0.9952846076119906
West Bengal,Barley,Rabi,1999-00,5077.0,4686.0,0.9229860153634036
West Bengal,Barley,Rabi,2000-01,3471.0,1820.0,0.5243445692883895
West Bengal,Barley,Rabi,2001-02,2622.0,2825.0,1.0774218154080855
West Bengal,Barley,Rabi,2002-03,2459.0,2341.0,0.9520130134200895
West Bengal,Barley,Rabi,2003-04,3077.0,4142.0,1.3461163470913227
West Bengal,Barley,Rabi,2004-05,2421.0,4047.0,1.6716232961586122
West Bengal,Barley,Rabi,2005-06,2403.0,3000.0,1.2484394506866416
West Bengal,Barley,Rabi,2006-07,2848.0,2610.0,0.9164325842696629
West Bengal,Barley,Rabi,2007-08,2058.0,2709.0,1.316326530612245
West Bengal,Barley,Rabi,2008-09,2768.0,4202.0,1.518063583815029
West Bengal,Barley,Rabi,2009-10,1749.0,2352.0,1.3447684391080617
West Bengal,Barley,Rabi,2010-11,2024.0,2790.0,1.3784584980237153
West Bengal,Barley,Rabi,2011-12,2310.0,3339.0,1.4454545454545455
West Bengal,Barley,Rabi,2012-13,2387.0,3536.0,1.4813573523250942
West Bengal,Barley,Rabi,2013-14,2361.0,3395.0,1.4379500211774672
West Bengal,Barley,Rabi,2014-15,2462.0,3457.0,1.4041429731925263
West Bengal,Barley,Rabi,2015-16,2500.0,3525.0,1.41
West Bengal,Barley,Rabi,2016-17,2546.0,3615.0,1.41987431264729
West Bengal,Barley,Rabi,2017-18,428.0,607.0,1.4182242990654206
West Bengal,Barley,Rabi,2018-19,665.0,1009.0,1.5172932330827067
West Bengal,Barley,Rabi,2019-20,278.0,599.0,2.1546762589928057
West Bengal,Barley,Whole Year,1997-98,6116.0,5034.0,0.8230869849574886
West Bengal,Cardamom,Whole Year,1997-98,2674.0,7.0,0.002617801047120419
West Bengal,Cardamom,Whole Year,1998-99,2875.0,690.0,0.24
West Bengal,Cardamom,Whole Year,1999-00,2875.0,690.0,0.24
West Bengal,Cardamom,Whole Year,2001-02,2875.0,704.0,0.2448695652173913
West Bengal,Cardamom,Whole Year,2002-03,2874.0,704.0,0.24495476687543494
West Bengal,Cardamom,Whole Year,2003-04,2874.0,704.0,0.24495476687543494
West Bengal,Cardamom,Whole Year,2004-05,2.874,0.704,0.2449547668754349
West Bengal,Cardamom,Whole Year,2005-06,2874.0,704.0,0.24495476687543494
West Bengal,Cardamom,Whole Year,2006-07,2874.0,704.0,0.24495476687543494
West Bengal,Cardamom,Whole Year,2008-09,245.0,704.0,2.873469387755102
West Bengal,Castor seed,Kharif,1999-00,35.0,24.0,0.6857142857142857
West Bengal,Castor seed,Kharif,2000-01,100.0,127.0,1.27
West Bengal,Castor seed,Kharif,2001-02,80.0,73.0,0.9125
West Bengal,Castor seed,Kharif,2002-03,45.0,42.0,0.9333333333333333
West Bengal,Castor seed,Kharif,2003-04,40.0,48.0,1.2
West Bengal,Castor seed,Kharif,2008-09,60.0,37.0,0.6166666666666667
West Bengal,Castor seed,Kharif,2009-10,60.0,35.0,0.5833333333333334
West Bengal,Castor seed,Kharif,2010-11,85.0,51.0,0.6
West Bengal,Castor seed,Kharif,2011-12,70.0,42.0,0.6
West Bengal,Castor seed,Kharif,2012-13,72.0,43.0,0.5972222222222222
West Bengal,Castor seed,Kharif,2013-14,76.0,45.0,0.5921052631578947
West Bengal,Castor seed,Kharif,2014-15,81.0,48.0,0.5925925925925926
West Bengal,Castor seed,Kharif,2015-16,56.0,34.0,0.6071428571428571
West Bengal,Castor seed,Kharif,2016-17,62.0,39.0,0.6290322580645161
West Bengal,Castor seed,Kharif,2018-19,19.0,11.0,0.5789473684210527
West Bengal,Castor seed,Rabi,1998-99,54.0,38.0,0.7037037037037037
West Bengal,Castor seed,Rabi,2004-05,45.0,43.0,0.9555555555555556
West Bengal,Castor seed,Rabi,2005-06,45.0,37.0,0.8222222222222222
West Bengal,Castor seed,Rabi,2006-07,58.0,49.0,0.8448275862068966
West Bengal,Castor seed,Whole Year,1997-98,660.0,46.0,0.0696969696969697
West Bengal,Coconut,Whole Year,1997-98,24273.0,306202300.0,12614.934289127837
West Bengal,Coconut,Whole Year,1998-99,24616.0,318174400.0,12925.511862203444
West Bengal,Coconut,Whole Year,1999-00,24216.0,324305700.0,13392.207631318137
West Bengal,Coconut,Whole Year,2000-01,24511.0,330524800.0,13484.75378401534
West Bengal,Coconut,Whole Year,2001-02,38404.0,331603800.0,8634.616185813979
West Bengal,Coconut,Whole Year,2002-03,24976.0,324194500.0,12980.241031390135
West Bengal,Coconut,Whole Year,2003-04,24443.0,317488500.0,12988.933436975822
West Bengal,Coconut,Whole Year,2004-05,24294.0,310874400.0,12796.344776488022
West Bengal,Coconut,Whole Year,2005-06,24884.0,323525800.0,13001.35830252371
West Bengal,Coconut,Whole Year,2006-07,25068.0,359065200.0,14323.647678314983
West Bengal,Coconut,Whole Year,2007-08,28644.0,355531900.0,12412.089791928502
West Bengal,Coconut,Whole Year,2008-09,28757.0,357235500.0,12422.557985881698
West Bengal,Coconut,Whole Year,2009-10,28846.0,362736500.0,12574.932399639465
West Bengal,Coconut,Whole Year,2010-11,28933.0,364187600.0,12587.274046936025
West Bengal,Coconut,Whole Year,2011-12,29133.0,367500000.0,12614.56080733189
West Bengal,Coconut,Whole Year,2012-13,29200.0,369381000.0,12650.034246575342
West Bengal,Coconut,Whole Year,2013-14,29300.0,370900000.0,12658.703071672355
West Bengal,Coconut,Whole Year,2014-15,29680.0,372300000.0,12543.800539083559
West Bengal,Coconut,Whole Year,2015-16,29513.0,373647500.0,12660.437773184698
West Bengal,Coconut,Whole Year,2016-17,29625.0,375400000.0,12671.729957805906
West Bengal,Coconut,Whole Year,2017-18,30250.0,378500000.0,12512.396694214876
West Bengal,Coconut,Whole Year,2018-19,30815.0,385025000.0,12494.726594191141
West Bengal,Coconut,Whole Year,2019-20,31300.0,390028000.0,12460.958466453674
West Bengal,Cotton(lint),Kharif,1997-98,26000.0,52000.0,2.0
West Bengal,Cotton(lint),Kharif,1998-99,200.0,73.0,0.365
West Bengal,Cotton(lint),Kharif,1999-00,750.0,2040.0,2.72
West Bengal,Cotton(lint),Kharif,2000-01,1188.0,2732.0,2.2996632996632997
West Bengal,Cotton(lint),Kharif,2001-02,1795.0,4481.0,2.4963788300835654
West Bengal,Cotton(lint),Kharif,2002-03,823.0,1474.0,1.7910085054678007
West Bengal,Cotton(lint),Kharif,2003-04,1429.0,2772.0,1.939818054583625
West Bengal,Cotton(lint),Kharif,2004-05,959.0,4581.0,4.776850886339937
West Bengal,Cotton(lint),Kharif,2005-06,1506.0,3857.0,2.5610889774236387
West Bengal,Cotton(lint),Kharif,2006-07,5650.0,14678.0,2.5978761061946902
West Bengal,Cotton(lint),Kharif,2007-08,8230.0,13198.0,1.6036452004860267
West Bengal,Cotton(lint),Kharif,2008-09,2780.0,6023.0,2.166546762589928
West Bengal,Cotton(lint),Kharif,2009-10,1289.0,3262.0,2.530643910007758
West Bengal,Cotton(lint),Kharif,2010-11,631.0,1092.0,1.7305863708399367
West Bengal,Cotton(lint),Kharif,2011-12,143.0,431.0,3.013986013986014
West Bengal,Cotton(lint),Kharif,2012-13,418.0,1556.0,3.722488038277512
West Bengal,Cotton(lint),Kharif,2013-14,364.0,1318.0,3.620879120879121
West Bengal,Cotton(lint),Kharif,2014-15,615.0,1574.0,2.559349593495935
West Bengal,Cotton(lint),Kharif,2015-16,451.0,1326.0,2.940133037694013
West Bengal,Cotton(lint),Kharif,2016-17,275.0,872.0,3.170909090909091
West Bengal,Cotton(lint),Kharif,2017-18,176.0,866.0,4.920454545454546
West Bengal,Cotton(lint),Kharif,2018-19,360.0,1753.0,4.8694444444444445
West Bengal,Cotton(lint),Kharif,2019-20,305.0,590.0,1.9344262295081966
West Bengal,Dry chillies,Autumn,1999-00,16849.0,13874.0,0.8234316576651434
West Bengal,Dry chillies,Autumn,2002-03,17988.0,15716.0,0.8736935734934401
West Bengal,Dry chillies,Rabi,1999-00,46293.0,38430.0,0.8301471064739809
West Bengal,Dry chillies,Rabi,2002-03,43703.0,46457.0,1.0630162689060247
West Bengal,Dry chillies,Whole Year,1997-98,64034.0,55569.0,0.867804603804229
West Bengal,Dry chillies,Whole Year,1998-99,64354.0,51303.0,0.7971998632563633
West Bengal,Dry chillies,Whole Year,2000-01,61498.0,54971.0,0.8938664672021854
West Bengal,Dry chillies,Whole Year,2001-02,60998.0,54530.0,0.8939637365159513
West Bengal,Dry chillies,Whole Year,2003-04,60468.0,66252.0,1.0956538995832505
West Bengal,Dry chillies,Whole Year,2004-05,52182.0,61442.0,1.1774558276800429
West Bengal,Dry chillies,Whole Year,2005-06,51957.0,60727.0,1.1687934253324865
West Bengal,Dry chillies,Whole Year,2006-07,52246.0,63596.0,1.2172415113118709
West Bengal,Dry chillies,Whole Year,2007-08,62382.0,93697.0,1.5019877528774326
West Bengal,Dry chillies,Whole Year,2008-09,63249.0,94787.0,1.4986323894448923
West Bengal,Garlic,Kharif,2007-08,3414.0,33728.0,9.879320445225542
West Bengal,Ginger,Kharif,1998-99,9398.0,18839.0,2.0045754415833157
West Bengal,Ginger,Kharif,1999-00,9165.0,18890.0,2.061102018548827
West Bengal,Ginger,Kharif,2000-01,9328.0,18898.0,2.025943396226415
West Bengal,Ginger,Kharif,2001-02,8133.0,16070.0,1.9759006516660518
West Bengal,Ginger,Kharif,2002-03,9383.0,20206.0,2.1534690397527445
West Bengal,Ginger,Kharif,2003-04,8053.0,16419.0,2.0388675027939898
West Bengal,Ginger,Kharif,2004-05,9125.0,18781.0,2.0581917808219177
West Bengal,Ginger,Kharif,2005-06,7694.0,13953.0,1.813491031972966
West Bengal,Ginger,Kharif,2006-07,9816.0,20061.0,2.0437041564792175
West Bengal,Ginger,Kharif,2007-08,10867.0,23137.0,2.129106469126714
West Bengal,Ginger,Kharif,2008-09,11131.0,23832.0,2.1410475249303746
West Bengal,Gram,Rabi,1997-98,25485.0,16994.0,0.6668236217382775
West Bengal,Gram,Rabi,1998-99,23286.0,18971.0,0.8146955252082797
West Bengal,Gram,Rabi,1999-00,26618.0,21961.0,0.8250432038470208
West Bengal,Gram,Rabi,2000-01,54685.0,50170.0,0.91743622565603
West Bengal,Gram,Rabi,2001-02,50832.0,43235.0,0.850546899590809
West Bengal,Gram,Rabi,2002-03,47538.0,37084.0,0.7800917161008035
West Bengal,Gram,Rabi,2003-04,46492.0,47678.0,1.025509765120881
West Bengal,Gram,Rabi,2004-05,37987.0,38896.0,1.023929238950167
West Bengal,Gram,Rabi,2005-06,40038.0,36464.0,0.9107348019381587
West Bengal,Gram,Rabi,2006-07,31212.0,23978.0,0.7682301678841471
West Bengal,Gram,Rabi,2007-08,25112.0,24695.0,0.9833943931188277
West Bengal,Gram,Rabi,2008-09,21692.0,22543.0,1.0392310529227364
West Bengal,Gram,Rabi,2009-10,21766.0,24150.0,1.1095286226224386
West Bengal,Gram,Rabi,2010-11,22144.0,23675.0,1.0691383670520231
West Bengal,Gram,Rabi,2011-12,23270.0,24415.0,1.049204984959175
West Bengal,Gram,Rabi,2012-13,25135.0,29552.0,1.1757310523174855
West Bengal,Gram,Rabi,2013-14,24903.0,29268.0,1.1752800867365378
West Bengal,Gram,Rabi,2014-15,26177.0,30844.0,1.1782862818504793
West Bengal,Gram,Rabi,2015-16,30792.0,24564.0,0.7977396726422448
West Bengal,Gram,Rabi,2016-17,28122.0,28498.0,1.0133703150558282
West Bengal,Gram,Rabi,2017-18,29603.0,42405.0,1.432456169982772
West Bengal,Gram,Rabi,2018-19,35907.0,42338.0,1.179101567939399
West Bengal,Gram,Rabi,2019-20,36103.0,47419.0,1.3134365565188488
West Bengal,Groundnut,Autumn,2009-10,2058.0,1886.0,0.9164237123420796
West Bengal,Groundnut,Autumn,2010-11,2239.0,1946.0,0.8691380080393033
West Bengal,Groundnut,Autumn,2011-12,1471.0,1268.0,0.8619986403806934
West Bengal,Groundnut,Autumn,2012-13,1895.0,1719.0,0.9071240105540898
West Bengal,Groundnut,Autumn,2013-14,1903.0,1746.0,0.9174986862848135
West Bengal,Groundnut,Autumn,2014-15,2008.0,1864.0,0.9282868525896414
West Bengal,Groundnut,Autumn,2015-16,2107.0,1900.0,0.9017560512577124
West Bengal,Groundnut,Autumn,2016-17,2243.0,2162.0,0.9638876504681231
West Bengal,Groundnut,Autumn,2017-18,1798.0,2334.0,1.2981090100111234
West Bengal,Groundnut,Autumn,2018-19,3917.0,3856.0,0.9844268572887414
West Bengal,Groundnut,Autumn,2019-20,4110.0,4605.0,1.1204379562043796
West Bengal,Groundnut,Kharif,1999-00,4804.0,3311.0,0.6892173189009159
West Bengal,Groundnut,Kharif,2000-01,2020.0,1594.0,0.7891089108910891
West Bengal,Groundnut,Kharif,2001-02,2197.0,2126.0,0.9676832043695949
West Bengal,Groundnut,Kharif,2002-03,1368.0,1317.0,0.9627192982456141
West Bengal,Groundnut,Kharif,2003-04,1792.0,1833.0,1.0228794642857142
West Bengal,Groundnut,Kharif,2007-08,3257.0,3030.0,0.9303039607000307
West Bengal,Groundnut,Kharif,2008-09,2413.0,2264.0,0.938251139660174
West Bengal,Groundnut,Rabi,1999-00,6098.0,9269.0,1.520006559527714
West Bengal,Groundnut,Rabi,2000-01,8513.0,12379.0,1.4541289792082697
West Bengal,Groundnut,Rabi,2001-02,8679.0,11650.0,1.3423205438414565
West Bengal,Groundnut,Rabi,2002-03,7020.0,10523.0,1.499002849002849
West Bengal,Groundnut,Rabi,2003-04,9173.0,14476.0,1.5781096696827646
West Bengal,Groundnut,Rabi,2007-08,13005.0,21796.0,1.6759707804690505
West Bengal,Groundnut,Rabi,2008-09,13860.0,23576.0,1.701010101010101
West Bengal,Groundnut,Rabi,2009-10,13462.0,23927.0,1.7773733471995246
West Bengal,Groundnut,Rabi,2010-11,12222.0,21947.0,1.795696285387007
West Bengal,Groundnut,Rabi,2011-12,7752.0,14402.0,1.857843137254902
West Bengal,Groundnut,Rabi,2012-13,12483.0,23222.0,1.8602899943923736
West Bengal,Groundnut,Rabi,2013-14,11969.0,21546.0,1.8001503885036343
West Bengal,Groundnut,Rabi,2014-15,13464.0,24379.0,1.8106803327391563
West Bengal,Groundnut,Rabi,2015-16,13472.0,24593.0,1.8254899049881235
West Bengal,Groundnut,Rabi,2016-17,13747.0,25293.0,1.8398923401469411
West Bengal,Groundnut,Rabi,2017-18,10955.0,22997.0,2.099224098585121
West Bengal,Groundnut,Rabi,2018-19,9748.0,18896.0,1.938448912597456
West Bengal,Groundnut,Rabi,2019-20,4687.0,9127.0,1.9473010454448474
West Bengal,Groundnut,Summer,1999-00,23233.0,33214.0,1.4296044419575604
West Bengal,Groundnut,Summer,2000-01,25741.0,39433.0,1.5319140670525622
